-34.7362987,1.694276039
-34.18244737,1.672203394
-33.62859605,1.65013075
-33.07474473,1.628726973
-32.5208934,1.605093637
-32.19613513,3.475059091
-31.96704208,1.585696464
-31.81095671,3.474691214
-31.41319076,1.55693514
-30.85933943,1.531295199
-30.30548811,1.505209347
-29.75163679,1.479569406
-29.19778546,1.453929466
-28.64393414,1.428066569
-28.09008281,1.400197068
-27.53623149,1.37946216
-26.98238017,1.354491088
-26.42852884,1.331972531
-25.87467752,1.309008063
-25.3208262,1.285820638
-24.76697487,1.26285617
-24.21312355,1.238108053
-23.65927223,1.219156793
-23.1054209,1.196638236
-22.55156958,1.175903328
-21.99771826,1.154499551
-21.44386693,1.133987599
-20.89001561,1.113029735
-20.33616429,1.091848914
-19.78231296,1.074458346
-19.22846164,1.057513689
-18.67461031,1.039677209
-18.12075899,1.022286641
-17.56690767,1.003558336
-17.01305634,0.990403932
-16.45920502,0.975688836
-15.9053537,0.962088519
-15.35150237,0.948488203
-14.79765105,0.934664931
-14.24379973,0.925523735
-13.6899484,0.915936626
-13.13609708,0.906349518
-12.58224576,0.896539454
-12.02839443,0.890519642
-11.47454311,0.88561461
-10.92069179,0.880486622
-10.36684046,0.87669637
-9.812989139,0.873797942
-9.259137815,0.873797942
-8.705286492,0.874912722
-8.151435168,0.877365238
-7.597583845,0.87892593
-7.043732521,0.881824358
-6.489881198,0.887398258
-5.936029874,0.892972158
-5.382178551,0.898100146
-4.828327227,0.906572474
-4.274475903,0.914152978
-3.72062458,0.923963043
-3.166773256,0.934441975
-2.612921933,0.944474995
-2.059070609,0.959636003
-1.505219286,0.97546588
-0.951367962,0.987505504
-0.397516639,0.997538524
0,1
0.156334685,1.002889468
0.710186008,1.01225362
1.264037332,1.027860541
1.817888655,1.048149537
2.371739979,1.069553314
2.925591302,1.091180046
3.479442626,1.115036339
4.033293949,1.135548291
4.587145273,1.160965276
5.140996596,1.18638226
5.69484792,1.213136981
6.248699243,1.240560569
6.802550567,1.27177441
7.35640189,1.29741435
7.910253214,1.331303663
8.464104537,1.363409328
9.017955861,1.395960904
9.571807185,1.431856821
10.12565851,1.46931343
10.67950983,1.502013644
11.23336116,1.544895515
11.78721248,1.585027596
12.3410638,1.625159677
12.89491513,1.669750878
13.44876645,1.714565035
14.00261777,1.759825104
14.5564691,1.807389052
15.03479524,1.842439593
15.51312138,1.888024807
16.06697271,1.936183304
16.62082403,1.985010669
17.17467535,2.036545357
17.67817656,2.074713301
18.18167776,2.124135215
18.73552908,2.174746229
19.28938041,2.224688374
19.84323173,2.275076431
20.39708305,2.325018576
20.95093438,2.372954117
21.5047857,2.420889658
22.05863702,2.468602243
22.61248835,2.516537784
23.16633967,2.564027413
23.72019099,2.614772199
24.2236922,2.653234587
24.7271934,2.699361707
25.28104472,2.747520204
25.83489605,2.795901657
26.38874737,2.843837198
26.94259869,2.892218651
27.49645002,2.943498533
28.05030134,2.984299481
28.60415267,3.033126846
29.15800399,3.078832827
29.71185531,3.124761764
30.26570664,3.170467745
30.81955796,3.216173726
31.37340928,3.261656751
31.92726061,3.310707072
32.48111193,3.348609593
33.03496325,3.393200794
33.58881458,3.434670611
34.1426659,3.476809296
34.69651722,3.518502068
35.02379301,3.543361663
