,Course,Turn Stdev,Total Degrees Turned,Perimeters/Total Distance,Course Area (m^2),Number of Hairpin Turns,Hill Stdev,Tallest Hill (m),Length of tallest hill (m),Number of Hills,Total Elevation Gain (m),Total Elevation Gain Unfiltered (m),Start Lat,Start Lon,Course Ave. GAP - Strava,Course Ave. GAP - Minetti
0,Western International 10km,25.087924815982795,10432.96009585109,9968.833142535985,460036.173622301,4,8.9587467823826,28.30000000000001,0.6240000000000006,9,3191.1999999999903,3191.3018242371077,42.962418,-81.301822,-53.71902910147366,87.11817161030524
