Distance,time,Lat,Lon,Elevation,Elevation SavGol,Elevation SavGol Difference,alt_dif,time_dif,DistanceChangeInKM,angle_diff,PaceInMinPerKM,pace,Distance,Gradient,GAP
0.162,1970-01-01 00:00:19.685986055,43.95884742857143,-79.513709,303.3,306.26690753366836,-0.4512336471482042,0.0,1.2857142857142858,0.007418197293653561,30.7467138740091,2.8886494360164923,2.873452473105795,0.162,0.0,1.0010151955876356
0.163,1970-01-01 00:00:19.855682564,43.95884971428571,-79.513719,303.3,306.32936657827247,-0.44422347968834885,0.0,1.1428571428571428,0.006655535219128622,35.134316975224856,2.8619214564253874,2.8709859488908944,0.163,0.0,1.0010151955876356
0.16385044434410898,1970-01-01 00:00:20.000000000,43.958852,-79.513729,303.3,306.3918256228765,-0.4372133122284936,0.0,1.0,0.005892873144603683,39.52192007644061,2.828275148249023,2.8679060972121118,0.16385044434410898,0.0,1.0010151955876356
0.164,1970-01-01 00:00:20.025213787,43.958854076923075,-79.51374,303.33076923076925,306.4217816352286,-0.4335375313322498,-0.03076923076922902,1.0769230769230769,0.006352114160736647,39.700022938638796,2.825628994463232,2.8641688838195214,0.164,2.057376605780571,1.1175104357136707
0.165,1970-01-01 00:00:20.193805115,43.958856153846156,-79.513751,303.3615384615385,306.4517376475807,-0.429861750436006,-0.06153846153845804,1.1538461538461537,0.006811355176869611,39.87812580083699,2.8233396631663217,2.859723909142739,0.165,2.3650689134729483,1.1358781156589286
0.166,1970-01-01 00:00:20.362396443,43.95885823076923,-79.513762,303.3923076923077,306.48169365993283,-0.42618596953976223,-0.09230769230768705,1.2307692307692308,0.007270596193002575,40.05622866303518,2.821339539192484,2.8549973543763065,0.166,2.672761221165326,1.1544997359920424
0.167,1970-01-01 00:00:20.530987772,43.95886030769231,-79.513773,303.4230769230769,306.51164967228493,-0.42251018864351847,-0.12307692307691608,1.3076923076923077,0.007729837209135539,40.234331525233365,2.8195770758423526,2.850000702390472,0.167,2.9804535288571348,1.1733781611491594
0.168,1970-01-01 00:00:20.699579100,43.95886238461539,-79.513784,303.45384615384614,306.54160568463703,-0.41883440774727465,-0.15384615384614508,1.3846153846153846,0.008189078225268502,40.41243438743156,2.818012289309452,2.8447585759348035,0.168,3.288145836549512,1.1925162991486733
0.169,1970-01-01 00:00:20.868170429,43.95886446153846,-79.513795,303.4846153846154,306.57156169698914,-0.4151586268510309,-0.1846153846153741,1.4615384615384617,0.008648319241401466,40.59053724962975,2.8166136886300897,2.840778513684384,0.169,3.5958381442418896,1.2119171032234757
0.17,1970-01-01 00:00:21.036761757,43.95886653846154,-79.513806,303.5153846153846,306.60151770934124,-0.4114828459547871,-0.21538461538460313,1.5384615384615385,0.009107560257534428,40.768640111827935,2.8153561344613167,2.838322470254599,0.17,3.903530451934267,1.2315835734535496
0.171,1970-01-01 00:00:21.205353085,43.95886861538462,-79.513817,303.54615384615386,306.63147372169334,-0.40780706505854336,-0.24615384615383215,1.6153846153846154,0.009566801273667394,40.94674297402612,2.8142193145772403,2.837747572902487,0.171,4.2112227596266445,1.2515187583983955
0.17200000000000001,1970-01-01 00:00:21.373944414,43.95887069230769,-79.513828,303.5769230769231,306.66142973404544,-0.40413128416229954,-0.2769230769230612,1.6923076923076923,0.010026042289800356,41.12484583622432,2.813186638342999,2.839560982643312,0.17200000000000001,4.518915067319021,1.2717257567294875
0.17300000000000001,1970-01-01 00:00:21.542535742,43.95887276923077,-79.513839,303.6076923076923,306.69138574639754,-0.4004555032660558,-0.30769230769229017,1.7692307692307692,0.010485283305933322,41.302948698422504,2.812244421711861,2.842500805917429,0.17300000000000001,4.8266073750108305,1.2922077188626937
0.17400000000000002,1970-01-01 00:00:21.711127071,43.95887484615385,-79.51385,303.6384615384615,306.72134175874965,-0.396779722369812,-0.3384615384615192,1.8461538461538463,0.010944524322066284,41.48105156062069,2.8113812774113933,2.8467842252871405,0.17400000000000002,3.076923076922637,1.1793503786967432
0.175,1970-01-01 00:00:21.879718399,43.95887692307693,-79.513861,303.66923076923075,306.75129777110175,-0.3931039414735682,-0.3692307692307482,1.9230769230769231,0.011403765338199248,41.65915442281889,2.810587652476478,2.852712551016153,0.175,3.076923076922646,1.1793503786967436
0.1757134506984412,1970-01-01 00:00:22.000000000,43.958879,-79.513872,303.7,306.78125378345385,-0.38942816057732443,-0.39999999999997726,2.0,0.011863006354332212,41.837257285017074,2.8098554732005554,2.8589384658546164,0.1757134506984412,3.2005041681696027,1.1870384561242913
0.176,1970-01-01 00:00:22.050755373,43.95888085714286,-79.51388171428572,303.77142857142854,306.83024364481014,-0.3827854275654334,-0.4142857142856948,1.8571428571428572,0.010974818868808855,38.19060888541831,2.8203090476827475,2.865446973524428,0.176,5.385526762939259,1.3301267934614949
0.177,1970-01-01 00:00:22.227881517,43.958882714285714,-79.51389142857144,303.84285714285716,306.87923350616643,-0.3761426945535423,-0.42857142857141234,1.7142857142857144,0.0100866313832855,34.54396048581953,2.8326036201515334,2.8722260197431773,0.177,5.792120169533001,1.3582994840979619
0.178,1970-01-01 00:00:22.405007661,43.95888457142857,-79.51390114285715,303.9142857142857,306.9282233675227,-0.36949996154165127,-0.44285714285712985,1.5714285714285714,0.009198443897762143,30.897312086220765,2.847272482343234,2.879848917990058,0.178,6.198713576126175,1.3869761016332816
0.179,1970-01-01 00:00:22.582133805,43.95888642857143,-79.51391085714286,303.98571428571427,306.97721322887907,-0.36285722852976016,-0.4571428571428474,1.4285714285714286,0.008310256412238787,27.25066368662199,2.8650769156122244,2.8883162224721457,0.179,6.605306982719348,1.4161646113249702
0.18,1970-01-01 00:00:22.759259948,43.95888828571429,-79.51392057142857,304.0571428571428,307.02620309023536,-0.3562144955178691,-0.4714285714285649,1.2857142857142858,0.0074220689267154305,23.604015287023223,2.887142606752165,2.8976300211953827,0.18,7.0119003893125225,1.4458731683573762
0.181,1970-01-01 00:00:22.936386092,43.95889014285714,-79.5139302857143,304.12857142857143,307.07519295159165,-0.34957176250597805,-0.48571428571428243,1.1428571428571428,0.006533881441192074,19.957366887424453,2.9152073264653393,2.9077936637807578,0.181,7.418493795906265,1.476110124419256
0.1813591446541099,1970-01-01 00:00:23.000000000,43.958892,-79.51394,304.2,307.12418281294794,-0.342929029494087,-0.5,1.0,0.005645693955668718,16.31071848782568,2.9521023983122623,2.918811555683872,0.1813591446541099,9.099653907738304,1.6069307336205674
0.182,1970-01-01 00:00:23.114479487,43.95889433333333,-79.51395116666667,304.23333333333335,307.1738021327777,-0.3353935110748599,-0.4499999999999981,1.0,0.0056377437656140355,14.048068001659232,2.956265371321184,2.930689000605893,0.182,9.312099780169287,1.6241478003181644
0.183,1970-01-01 00:00:23.293114943,43.95889666666667,-79.51396233333334,304.26666666666665,307.2234214526075,-0.3278579926556328,-0.3999999999999962,1.0,0.005629793575559354,11.785417515492782,2.960440101928734,2.9434320784690615,0.183,9.337740805809933,1.6262364787721526
0.184,1970-01-01 00:00:23.471750399,43.958899,-79.5139735,304.29999999999995,307.2730407724373,-0.3203224742364057,-0.3499999999999943,1.0,0.005621843385504671,9.522767029326332,2.9646266400163164,2.9581677825913415,0.184,9.239800740203627,1.618270837691157
0.185,1970-01-01 00:00:23.650385855,43.95890133333333,-79.51398466666667,304.3333333333333,307.3226600922671,-0.3127869558171786,-0.2999999999999924,1.0,0.005613893195449989,7.2601165431598815,2.968825035747893,2.974543316517807,0.185,7.080419171075761,1.4509314243401554
0.186,1970-01-01 00:00:23.829021312,43.958903666666664,-79.51399583333334,304.3666666666667,307.3722794120969,-0.3052514373979515,-0.2499999999999905,1.0,0.005605943005395307,4.9974660569934315,2.9730353395719913,2.992292391594576,0.186,6.699466790123239,1.4229980116352996
0.18695713746945053,1970-01-01 00:00:24.000000000,43.958906,-79.514007,304.4,307.42189873192666,-0.2977159189787244,-0.19999999999998863,1.0,0.005597992815340624,2.7348155708269815,2.977257602223725,3.0107250610763328,0.18695713746945053,6.333441742640742,1.3965908569655618
0.187,1970-01-01 00:00:24.007986152,43.958908,-79.51401614285714,304.5142857142857,307.4581542789311,-0.29144062041478136,-0.2857142857142776,1.0,0.005565009141694337,2.5562881376488025,2.9949037355206016,3.0296007511287204,0.187,32.28247077450533,4.844464848042515
0.188,1970-01-01 00:00:24.194306264,43.958909999999996,-79.5140252857143,304.62857142857143,307.4944098259356,-0.28516532185083826,-0.37142857142856656,1.0,0.0055320254680480485,2.3777607044706235,3.012760292397466,3.048687428350008,0.188,32.71104220307734,4.941709370349163
0.189,1970-01-01 00:00:24.380626377,43.958912,-79.51403442857143,304.74285714285713,307.53066537294,-0.2788900232868952,-0.4571428571428555,1.0,0.005499041794401761,2.199233271292444,3.03083105926454,3.0677438432793824,0.189,33.13961363164822,5.040892748301355
0.19,1970-01-01 00:00:24.566946490,43.958914,-79.51404357142857,304.85714285714283,307.56692091994444,-0.2726147247229522,-0.5428571428571445,1.0,0.005466058120755473,2.0207058381142655,3.049119913924944,3.08649812574508,0.19,32.29361835498137,4.846970051935851
0.191,1970-01-01 00:00:24.753266603,43.958916,-79.51405271428571,304.97142857142853,307.60317646694887,-0.26633942615900913,-0.6285714285714334,1.0,0.005433074447109185,1.8421784049360863,3.067630828348877,3.1046171410603005,0.191,32.91633731771499,4.988975967769075
0.192,1970-01-01 00:00:24.939586715,43.958918,-79.51406185714286,305.0857142857143,307.63943201395335,-0.26006412759506603,-0.7142857142857224,1.0,0.005400090773462897,1.663650971757907,3.0863678715494802,3.1216559637838706,0.192,33.72586112723953,5.1797809574140485
0.19232424456926714,1970-01-01 00:00:25.000000000,43.95892,-79.514071,305.2,307.6756875609578,-0.253788829031123,-0.8000000000000114,1.0,0.005367107099816609,1.4851235385797281,3.1053352125647273,3.1389857998657495,0.19232424456926714,36.91720407588745,6.0055802316514555
0.193,1970-01-01 00:00:25.137699962,43.958922,-79.514082125,305.33125,307.688884295936,-0.2511237621948901,-0.8812500000000121,1.125,0.0059518094422102,1.5188014461552761,3.150302472223842,3.156561564948908,0.193,38.52614148180163,6.4706089591320595
0.194,1970-01-01 00:00:25.341471854,43.958923999999996,-79.51409325,305.4625,307.7020810309142,-0.24845869535865717,-0.9625000000000128,1.25,0.00653651178460379,1.5524793537308241,3.187224932785177,3.174344201552585,0.194,39.50530814846769,6.771105883742027
0.195,1970-01-01 00:00:25.545243745,43.958926,-79.514104375,305.59375,307.71527776589244,-0.24579362852242426,-1.0437500000000135,1.375,0.00712121412699738,1.5861572613063721,3.218084199966242,3.19229963863725,0.195,40.46954748166486,7.080689735301778
0.196,1970-01-01 00:00:25.749015636,43.958928,-79.5141155,305.725,307.7284745008706,-0.24312856168619135,-1.1250000000000142,1.5,0.007705916469390971,1.6198351688819201,3.2442604457631568,3.2103979663176703,0.196,15.11873273551495,2.1611564004823585
0.197,1970-01-01 00:00:25.952787528,43.958929999999995,-79.514126625,305.85625,307.74167123584886,-0.24046349484995844,-1.206250000000015,1.625,0.008290618811784561,1.6535130764574681,3.2667444913564454,3.2286127744560233,0.197,15.288375592657044,2.1789529144292237
0.198,1970-01-01 00:00:26.156559419,43.958932,-79.51413775,305.9875,307.75486797082704,-0.23779842801372553,-1.2875000000000156,1.75,0.008875321154178151,1.6871909840330162,3.2862660584328434,3.2466584677875723,0.198,15.458018449800274,2.1968802925512168
